timestamp,open,high,low,close,volume
2024-10-18 13:00:00,2616.6,2621.97,2612.16,2619.29,739.694
2024-10-18 13:15:00,2619.29,2621.92,2617.15,2619.35,530.11273
2024-10-18 13:30:00,2619.35,2629.48,2613.05,2629.33,1141.3368
2024-10-18 13:45:00,2629.33,2629.49,2616.21,2627.77,742.22783
2024-10-18 14:00:00,2627.77,2638.83,2619.76,2621.5,1650.87278
2024-10-18 14:15:00,2621.5,2631.39,2617.52,2629.92,1009.57689
2024-10-18 14:30:00,2629.92,2642.25,2628.48,2639.25,1345.17253
2024-10-18 14:45:00,2639.25,2646.25,2637.9,2641.8,1239.05261
2024-10-18 15:00:00,2641.8,2649.4,2641.8,2643.2,1006.13401
2024-10-18 15:15:00,2643.2,2651.3,2637.55,2651.3,831.59493
2024-10-18 15:30:00,2651.3,2655.5,2646.09,2655.49,1510.53931
2024-10-18 15:45:00,2655.49,2663.29,2652.82,2652.98,1588.0944
2024-10-18 16:00:00,2652.98,2654.49,2629.51,2633.6,1973.78693
2024-10-18 16:15:00,2633.6,2643.14,2632.53,2642.21,913.49461
2024-10-18 16:30:00,2642.21,2648.39,2638.73,2647.79,920.08855
2024-10-18 16:45:00,2647.79,2656.4,2645.0,2651.5,950.98054
2024-10-18 17:00:00,2651.5,2656.0,2648.18,2654.97,989.29428
2024-10-18 17:15:00,2654.97,2655.3,2643.61,2644.51,872.53385
2024-10-18 17:30:00,2644.51,2649.2,2639.64,2648.6,588.43491
2024-10-18 17:45:00,2648.6,2652.9,2647.0,2647.0,776.40299
2024-10-18 18:00:00,2647.0,2652.0,2641.31,2651.74,954.38403
2024-10-18 18:15:00,2651.74,2662.81,2650.26,2660.58,1087.79407
2024-10-18 18:30:00,2660.58,2672.14,2658.01,2671.7,1233.29496
2024-10-18 18:45:00,2671.7,2675.43,2661.24,2663.49,1382.53221
2024-10-18 19:00:00,2663.49,2668.0,2659.05,2666.03,880.06024
2024-10-18 19:15:00,2666.03,2666.29,2655.59,2657.97,775.84377
2024-10-18 19:30:00,2657.97,2659.44,2650.1,2651.47,673.74065
2024-10-18 19:45:00,2651.47,2654.3,2648.77,2651.39,631.50542
2024-10-18 20:00:00,2651.39,2651.84,2648.84,2650.22,153.45639
2024-10-18 20:15:00,2650.22,2650.22,2644.09,2644.09,33.24395
2024-10-18 20:30:00,2644.09,2647.35,2644.09,2646.45,23.87174
2024-10-18 20:45:00,2646.45,2646.47,2641.6,2643.52,333.77661
2024-10-18 21:00:00,2643.52,2645.79,2641.31,2641.31,266.27861
2024-10-18 21:15:00,2641.31,2645.4,2640.01,2645.4,323.46069
2024-10-18 21:30:00,2645.4,2648.14,2644.6,2646.78,309.81129
2024-10-18 21:45:00,2646.78,2646.79,2637.85,2642.5,304.85027
2024-10-18 22:00:00,2642.5,2642.77,2636.1,2638.21,476.06754
2024-10-18 22:15:00,2638.21,2642.05,2637.45,2639.21,266.17019
2024-10-18 22:30:00,2639.21,2641.39,2633.6,2637.0,415.89651
2024-10-18 22:45:00,2637.0,2638.04,2634.42,2636.46,211.37658
2024-10-18 23:00:00,2636.46,2641.16,2636.13,2641.05,384.18296
2024-10-18 23:15:00,2641.05,2643.6,2640.16,2641.51,240.04007
2024-10-18 23:30:00,2641.51,2642.97,2639.61,2642.56,301.61737
2024-10-18 23:45:00,2642.56,2644.62,2641.31,2642.16,380.70276
2024-10-19 00:00:00,2642.16,2643.41,2639.12,2639.52,397.97934
2024-10-19 00:15:00,2639.52,2642.6,2638.45,2640.9,474.94691
2024-10-19 00:30:00,2640.9,2641.2,2636.12,2636.44,341.8592
2024-10-19 00:45:00,2636.44,2641.3,2636.43,2639.84,373.27017
2024-10-19 01:00:00,2639.84,2646.0,2639.61,2646.0,321.5859
2024-10-19 01:15:00,2646.0,2646.0,2637.74,2640.0,340.92873
2024-10-19 01:30:00,2640.0,2642.39,2637.6,2642.38,233.03884
2024-10-19 01:45:00,2642.38,2643.04,2635.31,2635.9,506.28601
2024-10-19 02:00:00,2635.9,2639.43,2635.22,2639.0,346.89185
2024-10-19 02:15:00,2639.0,2641.16,2638.33,2640.6,336.40922
2024-10-19 02:30:00,2640.6,2643.49,2638.77,2643.11,300.34189
2024-10-19 02:45:00,2643.11,2648.41,2642.0,2647.11,426.16623
2024-10-19 03:00:00,2647.11,2660.3,2646.62,2659.25,720.31332
2024-10-19 03:15:00,2659.25,2663.36,2655.11,2655.61,549.86843
2024-10-19 03:30:00,2655.61,2655.62,2650.0,2650.91,372.79194
2024-10-19 03:45:00,2650.91,2650.91,2645.73,2646.4,374.08765
2024-10-19 04:00:00,2646.4,2650.97,2646.4,2650.31,344.20127
2024-10-19 04:15:00,2650.31,2650.32,2642.41,2643.49,367.99433
2024-10-19 04:30:00,2643.49,2645.86,2641.76,2641.97,332.22263
2024-10-19 04:45:00,2641.97,2644.39,2640.55,2640.74,266.71338
2024-10-19 05:00:00,2640.74,2647.53,2640.73,2647.16,309.22303
2024-10-19 05:15:00,2647.16,2647.52,2645.11,2645.94,164.26239
2024-10-19 05:30:00,2645.94,2647.41,2645.08,2645.82,201.63882
2024-10-19 05:45:00,2645.82,2647.97,2645.06,2647.2,202.33643
2024-10-19 06:00:00,2647.2,2647.37,2642.4,2645.7,362.27789
2024-10-19 06:15:00,2645.7,2647.01,2643.0,2643.73,321.38563
2024-10-19 06:30:00,2643.73,2647.52,2643.73,2645.86,221.55085
2024-10-19 06:45:00,2645.86,2646.33,2643.63,2644.26,290.58372
