timestamp,open,high,low,close,volume
2024-07-22,3535.92,3561.32,3423.35,3439.6,50573.2504
2024-07-23,3439.6,3541.0,3390.0,3482.51,118843.65354
2024-07-24,3482.51,3487.81,3300.58,3336.02,68833.30239
2024-07-25,3336.02,3342.2,3087.6,3175.48,106298.74423
2024-07-26,3175.48,3285.94,3171.0,3274.6,61020.92755
2024-07-27,3274.6,3327.59,3191.09,3249.0,49213.54472
2024-07-28,3249.0,3284.2,3199.35,3270.15,34771.32289
2024-07-29,3270.15,3396.77,3258.4,3317.56,59165.70501
2024-07-30,3317.56,3366.01,3233.43,3279.2,42685.48078
2024-07-31,3279.2,3349.83,3214.29,3232.73,29823.33169
2024-08-01,3232.73,3242.57,3080.46,3203.41,52651.35674
2024-08-02,3203.41,3225.0,2967.42,2989.61,61100.30154
2024-08-03,2989.61,3018.0,2859.61,2903.64,54928.96943
2024-08-04,2903.64,2934.12,2631.0,2688.9,53255.39751
2024-08-05,2688.9,2697.44,2117.09,2419.25,162880.76061
2024-08-06,2419.25,2555.0,2415.0,2461.72,57132.72356
2024-08-07,2461.72,2551.14,2309.3,2342.79,49440.55082
2024-08-08,2342.79,2723.0,2321.28,2683.21,52373.47231
2024-08-09,2683.21,2707.0,2553.17,2598.79,51822.34604
2024-08-10,2598.79,2644.69,2577.48,2609.92,25157.37394
2024-08-11,2609.92,2719.02,2540.55,2555.39,40449.03606
2024-08-12,2555.39,2749.0,2510.18,2722.3,49860.7405
2024-08-13,2722.3,2738.39,2611.49,2702.44,35684.42437
2024-08-14,2702.44,2779.39,2634.6,2661.46,40171.02965
2024-08-15,2661.46,2675.59,2515.84,2569.89,36639.10881
2024-08-16,2569.89,2630.64,2552.03,2592.6,26023.66557
2024-08-17,2592.6,2627.59,2587.52,2614.5,26191.63635
2024-08-18,2614.5,2687.0,2594.54,2612.14,36272.64285
2024-08-19,2612.14,2648.08,2563.8,2636.3,43897.76279
2024-08-20,2636.3,2694.99,2555.78,2572.82,49974.66429
2024-08-21,2572.82,2663.41,2536.27,2630.7,61512.68491
2024-08-22,2630.7,2644.49,2585.0,2622.89,58616.31899
2024-08-23,2622.89,2799.12,2621.4,2762.08,66747.98968
2024-08-24,2762.08,2820.0,2732.05,2768.69,53168.41192
2024-08-25,2768.69,2792.28,2733.63,2746.28,67023.45273
2024-08-26,2746.28,2762.0,2666.99,2680.53,53743.76061
2024-08-27,2680.53,2699.85,2393.7,2457.2,125540.31559
2024-08-28,2457.2,2554.31,2419.79,2528.33,193861.1827
2024-08-29,2528.33,2595.4,2506.06,2528.01,163444.18832
2024-08-30,2528.01,2550.0,2431.83,2526.0,135246.76
2024-08-31,2526.0,2533.8,2492.6,2513.23,74856.98403
2024-09-01,2513.23,2516.28,2400.1,2426.21,135989.03656
2024-09-02,2426.21,2564.61,2424.97,2538.01,51068.24039
2024-09-03,2538.01,2553.16,2413.01,2425.8,43621.62484
2024-09-04,2425.8,2489.58,2307.0,2450.71,14406.77304
2024-09-05,2450.71,2465.99,2348.34,2368.8,14083.15706
