timestamp,open,high,low,close,volume
2024-07-22,602.0,605.5,583.0,587.8,2244.81
2024-07-23,587.8,593.2,577.2,581.9,30832.838
2024-07-24,581.9,589.1,570.4,574.9,28531.725
2024-07-25,574.9,576.1,553.3,570.7,53498.801
2024-07-26,570.7,582.8,570.2,580.9,25847.178
2024-07-27,580.9,592.8,572.8,581.6,25254.187
2024-07-28,581.6,584.9,574.5,583.8,15877.968
2024-07-29,583.8,597.2,572.2,574.3,25357.73
2024-07-30,574.3,588.3,566.8,588.1,15803.594
2024-07-31,588.1,592.9,574.8,576.4,17870.342
2024-08-01,576.4,578.0,553.8,575.1,24773.047
2024-08-02,575.1,577.6,540.2,542.8,26351.286
2024-08-03,542.8,545.1,521.4,529.6,21940.774
2024-08-04,529.6,532.2,486.7,496.9,34752.487
2024-08-05,496.9,500.0,400.8,464.3,198793.154
2024-08-06,464.3,493.9,463.5,484.9,42817.97
2024-08-07,484.9,497.6,468.1,475.0,30207.629
2024-08-08,475.0,521.7,467.5,517.1,26666.103
2024-08-09,517.1,518.4,498.7,508.8,17627.785
2024-08-10,508.8,525.4,507.2,523.2,10774.094
2024-08-11,523.2,535.8,502.2,503.3,14344.122
2024-08-12,503.3,523.7,499.5,518.3,5601.871
2024-08-13,518.3,526.7,513.6,524.1,5535.975
2024-08-14,524.1,531.4,515.6,523.6,5254.748
2024-08-15,523.6,533.7,510.1,519.1,4884.523
2024-08-16,519.1,524.4,510.0,519.6,6080.643
2024-08-17,519.6,547.5,518.4,541.6,2459.837
2024-08-18,541.6,542.5,530.9,531.3,1463.235
2024-08-19,531.3,560.7,529.2,558.7,4565.134
2024-08-20,558.7,574.7,558.6,569.3,3304.406
2024-08-21,569.3,575.1,546.6,570.0,4401.497
2024-08-22,570.0,589.8,560.1,583.0,5649.669
2024-08-23,583.0,600.0,575.0,591.7,5183.017
2024-08-24,591.7,592.2,575.0,580.4,3686.3
2024-08-25,580.4,583.9,569.2,574.0,2422.312
2024-08-26,574.0,575.5,546.7,548.3,3267.756
2024-08-27,548.3,558.3,521.5,533.3,5627.053
2024-08-28,533.3,546.2,522.6,536.7,4633.832
2024-08-29,536.7,545.5,531.0,536.4,2984.121
2024-08-30,536.4,543.3,522.3,535.1,1712.511
2024-08-31,535.1,541.4,531.2,532.8,1724.918
2024-09-01,532.8,533.1,507.9,512.5,1976.209
2024-09-02,512.5,530.0,501.6,526.3,2125.726
2024-09-03,526.3,538.2,518.1,518.7,3266.026
2024-09-04,518.7,523.7,496.1,507.6,5819.793
2024-09-05,507.6,512.9,496.8,502.5,1736.636
