timestamp,strategy,timeframe,symbol,final_portfolio_value,sharpe_ratio,max_drawdown,drawdown_duration,volatility,total_trades,winning_trades,losing_trades,win_rate,avg_trade_duration,profit_factor
2025-01-19_12-09-16,SpotDayTradingStrategy,['30m'],['XRP/USDT'],14.50856463321808,-0.7188416042299267,33.682002832745006,1767,,67,33,34,49.25373134328358,27.47761194029851,
