timestamp,strategy,timeframe,symbol,final_portfolio_value,sharpe_ratio,max_drawdown,drawdown_duration,volatility,total_trades,winning_trades,losing_trades,win_rate,avg_trade_duration,profit_factor
2025-01-19_12-13-18,SpotDayTradingStrategy,['4h'],['XRP/USDT'],19.799823421294917,1.9793523183694794,24.69025869864715,617,,21,10,10,47.61904761904761,26.75,
